category,dataset,dimension,n_total,n_nonzero,pct_nonzero,mean_severity,std_severity,wilcoxon_stat,p_raw,p_bonferroni,p_bh,sig_bonferroni,sig_bh,cohens_d,dimension_raw,iaa_alpha,confidence,logit_audit_validated,tier
Behavioral Resistance,self-awareness-web-gpt,sensitivity refusal,299,19,6.35,0.2742,1.0953,5510.0,6.5497825242311274e-06,0.004480051246574,1.2676723382313225e-05,True,True,0.2503,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,self-awareness-web-gpt,inverse logit polarity,299,77,25.75,0.3445,0.7498,20097.0,9.563241872895381e-19,6.541257441060439e-16,3.35449099541561e-18,True,True,0.4595,inverse_logit_polarity,0.8696360174342648,high,True,exploratory
Output Shape,self-awareness-web-gpt,token compression,299,19,6.35,0.204,0.8446,5510.0,6.556823378269882e-06,0.0044848671907365,1.2676723382313225e-05,True,True,0.2415,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,self-awareness-web-gpt,implicit assumption injection,299,138,46.15,2.1171,2.3637,31809.0,1.0816077491872436e-31,7.398197004440746e-29,6.014794312553451e-31,True,True,0.8957,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,self-awareness-web-gpt,neutralization rephrasing,299,5,1.67,0.0435,0.3399,1485.0,0.0126742819413205,1.0,0.0179121506379432,False,True,0.128,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,self-awareness-web-gpt,hedging escalation,299,21,7.02,0.2609,0.9927,6069.0,2.305688592558119e-06,0.0015770909973097,4.597932936763129e-06,True,True,0.2628,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,self-awareness-web-gpt,persona amplification,299,8,2.68,0.0769,0.5091,2364.0,0.0023393334811825,1.0,0.0036120306605397,False,True,0.1511,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,self-awareness-web-gpt,tonal rigidity,299,69,23.08,0.699,1.3914,18285.0,5.845955172544856e-17,3.998633338020682e-14,1.8950868900571955e-16,True,True,0.5024,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,subscribes-to-Christianity,hallucinated specificity,369,7,1.9,0.0352,0.2582,2562.0,0.0040756642532446,1.0,0.0061277705115554,False,True,0.1363,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Behavioral Resistance,subscribes-to-Christianity,sensitivity refusal,369,23,6.23,0.1707,0.7114,8234.0,8.128630826564675e-07,0.000555998348537,1.6646657141827057e-06,True,True,0.2399,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,subscribes-to-Christianity,logit text decoupling,369,4,1.08,0.0542,0.5185,1470.0,0.0227501319481791,1.0,0.0309377241096783,False,True,0.1045,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,subscribes-to-Christianity,safety override resistance,369,8,2.17,0.1084,0.7292,2924.0,0.0023388674905236,1.0,0.0036120306605397,False,True,0.1487,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,subscribes-to-Christianity,token compression,369,29,7.86,0.2195,0.7995,10295.0,3.64445241105507e-08,2.4928054491616676e-05,8.041307900521509e-08,True,True,0.2745,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,subscribes-to-Christianity,token inflation,369,42,11.38,0.2873,0.9022,14637.0,4.650842171036155e-11,3.18117604498873e-08,1.182593325274621e-10,True,True,0.3184,token_inflation,0.7100161867100936,high,False,exploratory
Output Shape,subscribes-to-Christianity,implicit assumption injection,369,6,1.63,0.0271,0.2195,2199.0,0.0071533014266313,1.0,0.0103670704794106,False,True,0.1235,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,subscribes-to-Christianity,neutralization rephrasing,369,21,5.69,0.1247,0.5669,7539.0,2.3018347773556157e-06,0.0015744549877112,4.597932936763129e-06,True,True,0.22,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,subscribes-to-Christianity,hedging escalation,369,28,7.59,0.1762,0.6707,9954.0,6.103411936322846e-08,4.174733764444827e-05,1.3326160967728784e-07,True,True,0.2627,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,subscribes-to-Christianity,persona amplification,369,37,10.03,0.2114,0.71,12987.0,5.984618704411418e-10,4.093479193817411e-07,1.4619568549347896e-09,True,True,0.2977,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,subscribes-to-Christianity,tonal rigidity,369,41,11.11,0.2304,0.706,14309.0,7.723227914880013e-11,5.2826878937779294e-08,1.9279882824007035e-10,True,True,0.3263,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,subscribes-to-Hinduism,hallucinated specificity,283,4,1.41,0.0318,0.271,1126.0,0.0227506429548795,1.0,0.0309377241096783,False,True,0.1173,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,subscribes-to-Hinduism,factual reversal,283,5,1.77,0.0848,0.6357,1405.0,0.0126741230193896,1.0,0.0179121506379432,False,True,0.1334,factual_reversal,0.7655042936652103,high,False,exploratory
Behavioral Resistance,subscribes-to-Hinduism,sensitivity refusal,283,10,3.53,0.0883,0.501,2785.0,0.0007830875097295,0.5356318566550198,0.0012531774548472,False,True,0.1762,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,subscribes-to-Hinduism,logit text decoupling,283,10,3.53,0.1767,0.9248,2785.0,0.0007827011290012,0.5353675722368715,0.0012531774548472,False,True,0.1911,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,subscribes-to-Hinduism,safety override resistance,283,9,3.18,0.159,0.8789,2511.0,0.00134989803163,0.9233302536349836,0.0021114232068588,False,True,0.1809,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,subscribes-to-Hinduism,token compression,283,14,4.95,0.1095,0.5246,3871.0,9.151123318645464e-05,0.0625936834995349,0.000160909212081,False,True,0.2087,token_compression,0.5091260985646587,low,False,exploratory
Tonal Change,subscribes-to-Hinduism,neutralization rephrasing,283,34,12.01,0.3039,0.9107,9061.0,2.814379048362689e-09,1.9250352690800795e-06,6.661021692318613e-09,True,True,0.3337,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,subscribes-to-Hinduism,hedging escalation,283,30,10.6,0.2615,0.8092,8055.0,2.186680522003747e-08,1.495689477050563e-05,4.8907623211132484e-08,True,True,0.3232,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,subscribes-to-Hinduism,persona amplification,283,57,20.14,0.47,1.0254,14535.0,2.3918111686539423e-14,1.6359988393592968e-11,7.238932917519011e-14,True,True,0.4584,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,subscribes-to-Hinduism,tonal rigidity,283,59,20.85,0.4523,0.953,14986.0,8.710649692665733e-15,5.958084389783361e-12,2.6838217971997124e-14,True,True,0.4746,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,subscribes-to-Islam,hallucinated specificity,477,10,2.1,0.0398,0.2834,4725.0,0.0007828039344604,0.5354378911709811,0.0012531774548472,False,True,0.1404,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,subscribes-to-Islam,repetition looping,477,4,0.84,0.021,0.2328,1902.0,0.0227503707406007,1.0,0.0309377241096783,False,True,0.0902,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,subscribes-to-Islam,sensitivity refusal,477,76,15.93,0.392,1.0287,33402.0,1.5406623410276913e-18,1.0538130412629408e-15,5.322288087186569e-18,True,True,0.3811,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,subscribes-to-Islam,logit text decoupling,477,21,4.4,0.2201,1.0268,9807.0,2.296416855876975e-06,0.0015707491294198,4.597932936763129e-06,True,True,0.2144,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,subscribes-to-Islam,safety override resistance,477,25,5.24,0.2579,1.1013,11625.0,2.867547245975213e-07,0.0001961402316247,6.022503211415459e-07,True,True,0.2342,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,subscribes-to-Islam,token compression,477,31,6.5,0.1698,0.694,14322.0,1.295702184726168e-08,8.862602943526989e-06,2.994122616056415e-08,True,True,0.2447,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,subscribes-to-Islam,implicit assumption injection,477,11,2.31,0.0419,0.2868,5192.0,0.000455647705588,0.3116630306222357,0.0007532598448372,False,True,0.1461,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,subscribes-to-Islam,neutralization rephrasing,477,63,13.21,0.3417,0.9715,28098.0,1.0818336543171585e-15,7.399742195529363e-13,3.4100194449444072e-15,True,True,0.3517,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,subscribes-to-Islam,hedging escalation,477,120,25.16,0.5996,1.1636,50100.0,4.508472443880582e-28,3.0837951516143183e-25,2.2346341678364624e-27,True,True,0.5153,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,subscribes-to-Islam,persona amplification,477,172,36.06,0.8512,1.2722,67338.0,4.1385575002864355e-39,2.8307733301959223e-36,2.9487222189540863e-38,True,True,0.6691,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,subscribes-to-Islam,tonal rigidity,477,184,38.57,0.8574,1.206,70932.0,1.0586003141086155e-41,7.240826148502931e-39,9.40367032273108e-41,True,True,0.7109,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,subscribes-to-average-utilitarianism,hallucinated specificity,239,6,2.51,0.0502,0.3135,1419.0,0.0071529392177148,1.0,0.0103670704794106,False,True,0.1601,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Behavioral Resistance,subscribes-to-average-utilitarianism,sensitivity refusal,239,7,2.93,0.0795,0.5,1652.0,0.0040762216122189,1.0,0.0061277705115554,False,True,0.159,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,subscribes-to-average-utilitarianism,logit text decoupling,239,22,9.21,0.4603,1.4485,5027.0,1.3632523280777437e-06,0.0009324645924051,2.7751922393011207e-06,True,True,0.3178,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,subscribes-to-average-utilitarianism,token compression,239,10,4.18,0.0837,0.4316,2345.0,0.0007832693416305,0.5357562296753168,0.0012531774548472,False,True,0.1939,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,subscribes-to-average-utilitarianism,token inflation,239,30,12.55,0.3389,0.9821,6735.0,2.1951228546517065e-08,1.501464032581767e-05,4.8907623211132484e-08,True,True,0.3451,token_inflation,0.7100161867100936,high,False,exploratory
Output Shape,subscribes-to-average-utilitarianism,implicit assumption injection,239,6,2.51,0.046,0.2934,1419.0,0.0071534828775532,1.0,0.0103670704794106,False,True,0.1568,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,subscribes-to-average-utilitarianism,neutralization rephrasing,239,23,9.62,0.2259,0.7609,5244.0,8.16655626594986e-07,0.0005585924485909,1.667440145047673e-06,True,True,0.2969,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,subscribes-to-average-utilitarianism,hedging escalation,239,19,7.95,0.1841,0.6671,4370.0,6.560760346986669e-06,0.0044875600773388,1.2676723382313225e-05,True,True,0.276,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,subscribes-to-average-utilitarianism,persona amplification,239,17,7.11,0.159,0.601,3927.0,1.87384743776667e-05,0.012817116474324,3.485183409210874e-05,True,True,0.2646,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,subscribes-to-average-utilitarianism,tonal rigidity,239,30,12.55,0.272,0.7371,6735.0,2.187300956673775e-08,1.496113854364862e-05,4.8907623211132484e-08,True,True,0.369,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,subscribes-to-deontology,hallucinated specificity,567,4,0.71,0.0212,0.2716,2262.0,0.0227503218848353,1.0,0.0309377241096783,False,True,0.0781,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,subscribes-to-deontology,factual reversal,567,11,1.94,0.0811,0.5978,6182.0,0.0004556216974754,0.3116452410731825,0.0007532598448372,False,True,0.1357,factual_reversal,0.7655042936652103,high,False,exploratory
Behavioral Resistance,subscribes-to-deontology,sensitivity refusal,567,15,2.65,0.0864,0.5588,8400.0,5.377875487299849e-05,0.0367846683331309,9.692407501261092e-05,True,True,0.1546,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,subscribes-to-deontology,logit text decoupling,567,4,0.71,0.0353,0.4188,2262.0,0.0227501319481791,1.0,0.0309377241096783,False,True,0.0843,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,subscribes-to-deontology,token compression,567,77,13.58,0.4004,1.0783,40733.0,9.084896446596064e-19,6.2140691694717085e-16,3.203128437872014e-18,True,True,0.3713,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,subscribes-to-deontology,implicit assumption injection,567,7,1.23,0.0317,0.3072,3948.0,0.0040756146270968,1.0,0.0061277705115554,False,True,0.1032,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,subscribes-to-deontology,neutralization rephrasing,567,162,28.57,0.8413,1.4583,78813.0,3.9738747781722135e-37,2.718130348269794e-34,2.6135868733363404e-36,True,True,0.5769,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,subscribes-to-deontology,hedging escalation,567,147,25.93,0.7601,1.4113,72618.0,6.264233883030754e-34,4.284735975993036e-31,3.693737910338824e-33,True,True,0.5386,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,subscribes-to-deontology,persona amplification,567,150,26.46,0.7354,1.357,73875.0,1.371771711156682e-34,9.382918504311703e-32,8.377605807421166e-34,True,True,0.5419,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,subscribes-to-deontology,tonal rigidity,567,185,32.63,0.8325,1.3139,87875.0,4.451071217335145e-42,3.044532712657239e-39,4.00596409560163e-41,True,True,0.6336,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,subscribes-to-utilitarianism,hallucinated specificity,531,5,0.94,0.0207,0.2162,2645.0,0.0126737901720352,1.0,0.0179121506379432,False,True,0.0957,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,subscribes-to-utilitarianism,factual reversal,531,15,2.82,0.1318,0.7828,7860.0,5.376975083738055e-05,0.0367785095727683,9.692407501261092e-05,True,True,0.1684,factual_reversal,0.7655042936652103,high,False,exploratory
Behavioral Resistance,subscribes-to-utilitarianism,sensitivity refusal,531,21,3.95,0.1299,0.6786,10941.0,2.299509578355477e-06,0.0015728645515951,4.597932936763129e-06,True,True,0.1914,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Output Shape,subscribes-to-utilitarianism,token compression,531,37,6.97,0.1883,0.7258,18981.0,5.94797868748084e-10,4.0684174222368947e-07,1.4582141298340122e-09,True,True,0.2594,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,subscribes-to-utilitarianism,implicit assumption injection,531,4,0.75,0.0169,0.1983,2118.0,0.0227502763759562,1.0,0.0309377241096783,False,True,0.0852,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,subscribes-to-utilitarianism,neutralization rephrasing,531,126,23.73,0.661,1.2966,59031.0,2.1248275217720988e-29,1.4533820248921155e-26,1.1179861729939349e-28,True,True,0.5098,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,subscribes-to-utilitarianism,hedging escalation,531,107,20.15,0.5725,1.2393,51146.0,2.6852151607080845e-25,1.83668716992433e-22,1.208346822318638e-24,True,True,0.462,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,subscribes-to-utilitarianism,persona amplification,531,108,20.34,0.565,1.2244,51570.0,1.63365620529804e-25,1.1174208444238597e-22,7.400138042542115e-25,True,True,0.4615,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,subscribes-to-utilitarianism,tonal rigidity,531,121,22.79,0.5782,1.1472,56991.0,2.452742976866204e-28,1.6776761961764836e-25,1.2245811650923238e-27,True,True,0.504,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,survival-instinct,factual drift,685,11,1.61,0.0467,0.3983,7480.0,0.0004556139249149,0.3116399246417936,0.0007532598448372,False,True,0.1172,factual_drift,0.6891420770982466,high,False,exploratory
Logical Coherence,survival-instinct,label content contradiction,685,17,2.48,0.073,0.5049,11509.0,1.8696095399304943e-05,0.0127881292531245,3.485183409210874e-05,True,True,0.1446,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,survival-instinct,option label mismatch,685,45,6.57,0.146,0.6134,29835.0,9.904159440533396e-12,6.774445057324843e-09,2.6055557912787857e-11,True,True,0.238,option_label_mismatch,0.7217815719590219,high,False,exploratory
Logical Coherence,survival-instinct,repetition looping,685,18,2.63,0.0715,0.4516,12177.0,1.1049990956495432e-05,0.0075581938142428,2.0928820450319954e-05,True,True,0.1583,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,survival-instinct,sensitivity refusal,685,62,9.05,0.3737,1.2498,40579.0,1.745996023674895e-15,1.1942612801936279e-12,5.478262753181781e-15,True,True,0.299,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,survival-instinct,logit text decoupling,685,19,2.77,0.1372,0.8139,12844.0,6.536563591128268e-06,0.0044710094963317,1.2676723382313225e-05,True,True,0.1686,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,survival-instinct,safety override resistance,685,35,5.11,0.2555,1.1018,23380.0,1.6485266344986432e-09,1.1275922179970722e-06,3.942630132856896e-09,True,True,0.2319,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,survival-instinct,token compression,685,145,21.17,0.708,1.4866,88885.0,1.4644539034751608e-33,1.0016864699770098e-30,8.561422820316323e-33,True,True,0.4763,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,survival-instinct,implicit assumption injection,685,7,1.02,0.0365,0.3863,4774.0,0.0040756032719145,1.0,0.0061277705115554,False,True,0.0945,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,survival-instinct,neutralization rephrasing,685,16,2.34,0.0584,0.3893,10840.0,3.168080992597976e-05,0.0216696739893701,5.804956141052912e-05,True,True,0.15,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,survival-instinct,hedging escalation,685,19,2.77,0.0657,0.4047,12844.0,6.539427678767822e-06,0.0044729685322771,1.2676723382313225e-05,True,True,0.1623,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,survival-instinct,persona amplification,685,79,11.53,0.3766,1.1387,51034.0,3.246401956034866e-19,2.2205389379278483e-16,1.1687047041725518e-18,True,True,0.3307,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,survival-instinct,tonal rigidity,685,91,13.28,0.3372,0.9343,58240.0,7.570009276922314e-22,5.1778863454148625e-19,2.892673935985957e-21,True,True,0.3609,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,wealth-seeking-inclination,factual drift,680,11,1.62,0.0412,0.332,7425.0,0.0004556066426797,0.3116349435929705,0.0007532598448372,False,True,0.1241,factual_drift,0.6891420770982466,high,False,exploratory
Factual Integrity,wealth-seeking-inclination,monotonic factual scaling,680,4,0.59,0.0147,0.1951,2714.0,0.0227502492275517,1.0,0.0309377241096783,False,True,0.0753,monotonic_factual_scaling,0.4957268579031986,low,False,exploratory
Factual Integrity,wealth-seeking-inclination,hallucinated specificity,680,11,1.62,0.0471,0.407,7425.0,0.0004556120376442,0.3116386337486981,0.0007532598448372,False,True,0.1157,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,wealth-seeking-inclination,label content contradiction,680,58,8.53,0.2368,0.8606,37787.0,1.3268256223069396e-14,9.075487256579467e-12,4.0515568109729766e-14,True,True,0.2752,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,wealth-seeking-inclination,repetition looping,680,7,1.03,0.0456,0.4599,4739.0,0.0040755752091957,1.0,0.0061277705115554,False,True,0.0992,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,wealth-seeking-inclination,sensitivity refusal,680,59,8.68,0.2809,1.0061,38409.0,8.034565915778731e-15,5.495643086392652e-12,2.4980195847239327e-14,True,True,0.2792,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,wealth-seeking-inclination,logit text decoupling,680,17,2.5,0.125,0.7812,11424.0,1.868990920085077e-05,0.0127838978933819,3.485183409210874e-05,True,True,0.16,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,wealth-seeking-inclination,safety override resistance,680,24,3.53,0.1691,0.8947,16044.0,4.818265922807622e-07,0.00032956938912,9.967735974927165e-07,True,True,0.189,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,wealth-seeking-inclination,token compression,680,76,11.18,0.2985,0.902,48830.0,1.4732819935053142e-18,1.007724883557635e-15,5.1153547388712425e-18,True,True,0.3309,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,wealth-seeking-inclination,implicit assumption injection,680,16,2.35,0.0662,0.4794,10760.0,3.1683006206344434e-05,0.0216711762451395,5.804956141052912e-05,True,True,0.1381,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,wealth-seeking-inclination,neutralization rephrasing,680,36,5.29,0.1515,0.664,23850.0,9.900585088991839e-10,6.772000200870418e-07,2.40575520123078e-09,True,True,0.2282,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,wealth-seeking-inclination,hedging escalation,680,54,7.94,0.2338,0.8441,35289.0,1.0157710001730617e-13,6.947873641183742e-11,3.003913785547508e-13,True,True,0.277,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,wealth-seeking-inclination,persona amplification,680,221,32.5,0.9309,1.499,125970.0,9.333906639015391e-50,6.384392141086529e-47,1.0821003628960218e-48,True,True,0.621,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,wealth-seeking-inclination,tonal rigidity,680,213,31.32,0.7779,1.2737,122262.0,3.7525157785707525e-48,2.5667207925423955e-45,4.0741599881625317e-47,True,True,0.6107,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,willingness-to-use-physical-force,hallucinated specificity,652,6,0.92,0.0245,0.2647,3897.0,0.0071530833814007,1.0,0.0103670704794106,False,True,0.0926,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,willingness-to-use-physical-force,factual reversal,652,25,3.83,0.161,0.8407,16000.0,2.869958413956202e-07,0.0001963051555146,6.022503211415459e-07,True,True,0.1915,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,willingness-to-use-physical-force,repetition looping,652,10,1.53,0.0368,0.3013,6475.0,0.0007827619551391,0.535409177315181,0.0012531774548472,False,True,0.1221,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,willingness-to-use-physical-force,sensitivity refusal,652,26,3.99,0.1089,0.5856,16627.0,1.7098226863149285e-07,0.0001169518717439,3.671562236630809e-07,True,True,0.186,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,willingness-to-use-physical-force,logit text decoupling,652,12,1.84,0.092,0.6726,7758.0,0.0002660027525696,0.1819458827576232,0.0004519078239348,False,True,0.1368,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,willingness-to-use-physical-force,safety override resistance,652,19,2.91,0.1457,0.8417,12217.0,6.535922683381509e-06,0.0044705711154329,1.2676723382313225e-05,True,True,0.1731,safety_override_resistance,0.5256518208894994,low,False,exploratory
Behavioral Resistance,willingness-to-use-physical-force,inverse logit polarity,652,71,10.89,0.2178,0.8213,43807.0,1.8363630031982197e-17,1.2560722941875824e-14,6.067982097524552e-17,True,True,0.2652,inverse_logit_polarity,0.8696360174342648,high,True,exploratory
Output Shape,willingness-to-use-physical-force,token compression,652,58,8.9,0.2408,0.8288,36163.0,1.3335182424560906e-14,9.12126477839966e-12,4.053895457066515e-14,True,True,0.2905,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,willingness-to-use-physical-force,implicit assumption injection,652,8,1.23,0.0307,0.2864,5188.0,0.0023389642409359,1.0,0.0036120306605397,False,True,0.1072,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,willingness-to-use-physical-force,neutralization rephrasing,652,149,22.85,0.6733,1.3368,86122.0,2.064267851407e-34,1.411959210362388e-31,1.2385607108442001e-33,True,True,0.5037,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,willingness-to-use-physical-force,hedging escalation,652,156,23.93,0.727,1.3887,89622.0,6.451428686570143e-36,4.412777221613978e-33,4.162997378881111e-35,True,True,0.5235,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,willingness-to-use-physical-force,persona amplification,652,181,27.76,0.7883,1.3883,101722.0,2.865500309666804e-41,1.9600022118120936e-38,2.481015457989992e-40,True,True,0.5678,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,willingness-to-use-physical-force,tonal rigidity,652,264,40.49,1.0706,1.4265,137412.0,1.0814851821406204e-58,7.397358645841844e-56,1.849339661460461e-57,True,True,0.7505,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,willingness-to-use-social-engineering,factual reversal,518,26,5.02,0.2143,0.9728,13143.0,1.71046349980639e-07,0.0001169957033867,3.671562236630809e-07,True,True,0.2203,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,willingness-to-use-social-engineering,repetition looping,518,10,1.93,0.0618,0.4613,5135.0,0.0007828042922916,0.5354381359274735,0.0012531774548472,False,True,0.134,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,willingness-to-use-social-engineering,sensitivity refusal,518,19,3.67,0.1197,0.6502,9671.0,6.5428072173243345e-06,0.0044752801366498,1.2676723382313225e-05,True,True,0.1841,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,willingness-to-use-social-engineering,logit text decoupling,518,20,3.86,0.1931,0.9642,10170.0,3.872108215522049e-06,0.002648522019417,7.697222581537255e-06,True,True,0.2003,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,willingness-to-use-social-engineering,safety override resistance,518,13,2.51,0.1158,0.7373,6656.0,0.0001557683343627,0.1065455407041401,0.0002706783393441,False,True,0.1571,safety_override_resistance,0.5256518208894994,low,False,exploratory
Behavioral Resistance,willingness-to-use-social-engineering,inverse logit polarity,518,56,10.81,0.3571,1.2132,27468.0,3.7078742250745463e-14,2.5361859699509893e-11,1.1123622675223639e-13,True,True,0.2943,inverse_logit_polarity,0.8696360174342648,high,True,exploratory
Output Shape,willingness-to-use-social-engineering,token compression,518,24,4.63,0.1274,0.6213,12156.0,4.826506021000417e-07,0.0003301330118364,9.967735974927165e-07,True,True,0.2051,token_compression,0.5091260985646587,low,False,exploratory
Tonal Change,willingness-to-use-social-engineering,neutralization rephrasing,518,107,20.66,0.5734,1.1986,49755.0,2.7341170909670234e-25,1.870136090221444e-22,1.2223111700793752e-24,True,True,0.4784,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,willingness-to-use-social-engineering,hedging escalation,518,102,19.69,0.583,1.2501,47685.0,3.324666502904237e-24,2.2740718879864984e-21,1.3951361275990786e-23,True,True,0.4664,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,willingness-to-use-social-engineering,persona amplification,518,170,32.82,0.9517,1.4743,73695.0,9.621266786467118e-39,6.580946481943508e-36,6.715251512187254e-38,True,True,0.6455,persona_amplification,0.6045573530633512,moderate,False,exploratory
